Date and Time,Field,Temperature [℃],Humidity [RH%],Pressure [hPa],Altitude [m],VOC [kΩ]
2022-05-24 05:32:35,Stevinson Almond,12.87,91.94,1007.41,87.8,27.72
2022-05-24 05:17:55,Stevinson Almond,13.05,91.24,1007.46,87.3,28.61
2022-05-24 05:03:38,Stevinson Almond,13.16,90.78,1007.52,86.63,27.7
2022-05-24 04:48:56,Stevinson Almond,13.41,90.55,1007.52,86.8,28.93
2022-05-24 04:35:02,Stevinson Almond,13.51,89.82,1007.41,87.72,26.4
2022-05-24 04:20:04,Stevinson Almond,13.61,89.26,1007.35,88.13,29.15
2022-05-24 04:05:38,Stevinson Almond,13.83,89.98,1007.31,88.47,27.94
2022-05-24 03:51:36,Stevinson Almond,14.01,90.9,1007.25,88.97,24.8
2022-05-24 03:36:50,Stevinson Almond,14.2,90.64,1007.13,89.89,25.99
2022-05-24 03:22:27,Stevinson Almond,14.24,90.56,1007.11,90.14,25.27
2022-05-24 03:07:54,Stevinson Almond,14.51,88.23,1007.08,90.31,27.18
2022-05-24 02:53:41,Stevinson Almond,14.84,86.56,1006.91,91.81,26.21
2022-05-24 02:39:37,Stevinson Almond,14.97,85.55,1006.8,92.65,25.13
2022-05-24 02:24:42,Stevinson Almond,15.02,86.1,1006.92,91.64,26.45
2022-05-24 02:10:46,Stevinson Almond,15.06,86.56,1007.02,90.89,23.91
2022-05-24 01:55:41,Stevinson Almond,15.31,82.83,1007.05,90.64,27.49
2022-05-24 01:41:36,Stevinson Almond,15.64,82.12,1007.09,90.31,25.36
2022-05-24 01:26:48,Stevinson Almond,15.69,81.6,1007.08,90.39,26.65
2022-05-24 01:12:40,Stevinson Almond,15.77,84.04,1007.13,89.89,24.27
2022-05-24 00:58:15,Stevinson Almond,15.98,82.43,1007.05,90.64,24.56
2022-05-24 00:43:28,Stevinson Almond,16.33,80.21,1007.09,90.22,26.26
2022-05-24 00:29:03,Stevinson Almond,16.6,77.68,1007.16,89.72,26.51
2022-05-24 00:14:37,Stevinson Almond,16.87,76.39,1007.18,89.64,26.43
2022-05-24 00:00:38,Stevinson Almond,16.66,76.79,1007.27,88.8,24.36
2022-05-23 23:46:03,Stevinson Almond,16.9,77.87,1007.2,89.39,24.41
2022-05-23 23:31:16,Stevinson Almond,17.43,74.89,1007.29,88.64,26.3
2022-05-23 23:16:57,Stevinson Almond,17.75,72.14,1007.39,87.8,26.26
2022-05-23 23:02:20,Stevinson Almond,18.26,69.63,1007.42,87.63,28.59
2022-05-23 22:47:58,Stevinson Almond,18.57,65.68,1007.43,87.55,29.09
2022-05-23 22:33:25,Stevinson Almond,18.89,66.55,1007.36,88.05,29.11
2022-05-23 22:19:28,Stevinson Almond,19.1,63.6,1007.34,88.22,27.11
2022-05-23 22:04:30,Stevinson Almond,19.5,66.63,1007.27,88.8,28.23
2022-05-23 21:50:02,Stevinson Almond,19.98,62.38,1007.2,89.47,29.48
2022-05-23 21:35:45,Stevinson Almond,20.51,61.28,1007.16,89.64,28.65
2022-05-23 21:21:24,Stevinson Almond,21.03,60.14,1007.09,90.31,27.4
2022-05-23 21:07:15,Stevinson Almond,21.6,61.53,1007.03,90.81,25.99
2022-05-23 20:52:14,Stevinson Almond,22.49,56.53,1006.91,91.9,29.35
2022-05-23 20:38:03,Stevinson Almond,23.65,51.35,1006.78,92.82,30.73
2022-05-23 20:23:36,Stevinson Almond,24.92,45.23,1006.7,93.48,33.88
2022-05-23 20:08:44,Stevinson Almond,26.35,40.29,1006.61,94.4,36.93
2022-05-23 19:54:14,Stevinson Almond,27.43,35.73,1006.56,94.65,38.92
2022-05-23 19:39:44,Stevinson Almond,28.84,33.04,1006.54,94.99,40.03
2022-05-23 19:25:31,Stevinson Almond,29.9,29.61,1006.58,94.57,43.53
2022-05-23 19:10:43,Stevinson Almond,30.59,27.12,1006.49,95.49,43.62
2022-05-23 18:56:24,Stevinson Almond,31.14,25.05,1006.52,95.07,45.56
2022-05-23 18:41:56,Stevinson Almond,31.61,25.83,1006.46,95.66,42.77
2022-05-23 18:27:09,Stevinson Almond,31.99,24.44,1006.51,95.16,41.26
2022-05-23 18:12:37,Stevinson Almond,32.48,22.14,1006.59,94.49,42.34
2022-05-23 17:58:06,Stevinson Almond,32.56,23.68,1006.68,93.82,39.69
2022-05-23 17:43:35,Stevinson Almond,33.07,24.21,1006.81,92.73,37.73
2022-05-23 17:29:39,Stevinson Almond,33.18,23.89,1006.82,92.48,39.43
2022-05-23 17:14:48,Stevinson Almond,33.34,24.6,1006.9,91.81,37.36
2022-05-23 17:00:14,Stevinson Almond,33.33,22.61,1007.09,90.56,38.24
2022-05-23 16:45:29,Stevinson Almond,33.79,22.98,1007.16,89.89,35.02
2022-05-23 16:30:55,Stevinson Almond,33.93,22.36,1007.31,88.38,35.37
2022-05-23 16:16:24,Stevinson Almond,33.68,21.99,1007.62,85.96,35.58
2022-05-23 15:47:36,Stevinson Almond,33.35,22.52,1008.15,81.62,35.86
2022-05-23 15:33:08,Stevinson Almond,33.63,22.7,1008.18,81.12,34.36
2022-05-23 15:18:21,Stevinson Almond,33.72,24.17,1008.35,79.7,30.96
2022-05-23 15:03:53,Stevinson Almond,34.41,22,1008.59,77.86,31.26
2022-05-23 14:49:10,Stevinson Almond,34.57,24.15,1008.83,75.69,28.87
2022-05-23 14:34:38,Stevinson Almond,34.8,25.01,1009.07,73.77,28.87
2022-05-23 14:20:27,Stevinson Almond,34.22,22.8,1009.26,72.35,32.02
2022-05-23 14:05:33,Stevinson Almond,34.23,25.3,1009.44,70.76,29.23
2022-05-23 13:51:19,Stevinson Almond,33.51,24.34,1009.63,68.93,31.59
2022-05-23 13:36:48,Stevinson Almond,32.66,25.45,1009.69,68.6,31.47
2022-05-23 13:22:06,Stevinson Almond,32.61,26.39,1009.9,66.93,30.09
2022-05-23 13:07:27,Stevinson Almond,32.29,28.41,1010.1,65.26,30.31
2022-05-23 12:52:56,Stevinson Almond,31.8,27.31,1010.27,63.76,31.33
2022-05-23 12:38:31,Stevinson Almond,31.95,25.54,1010.49,61.92,32.44
2022-05-23 12:24:14,Stevinson Almond,31.66,25.08,1010.62,60.92,32.95
2022-05-23 12:09:52,Stevinson Almond,32.48,26.67,1010.83,59.26,31.3
2022-05-23 11:55:02,Stevinson Almond,31.46,26,1010.78,59.42,33.06
2022-05-23 11:40:18,Stevinson Almond,30.22,27.21,1010.95,58.17,33.11
2022-05-23 11:25:48,Stevinson Almond,30.79,26.13,1010.99,57.76,32.59
2022-05-23 11:11:19,Stevinson Almond,30.53,27.16,1011.11,56.76,33.43
2022-05-23 10:57:07,Stevinson Almond,29.85,27.69,1011.17,56.09,32.19
2022-05-23 10:42:23,Stevinson Almond,30.33,27.07,1011.21,55.84,31.95
2022-05-23 10:28:02,Stevinson Almond,29.28,29.25,1011.35,54.76,32.59
2022-05-23 10:13:22,Stevinson Almond,27.75,29.41,1011.44,54.01,34.36
2022-05-23 09:58:45,Stevinson Almond,27.13,29.71,1011.38,54.51,34.05
2022-05-23 09:45:12,Stevinson Almond,26.91,32.48,1011.57,52.92,29.07
2022-05-23 09:29:45,Stevinson Almond,27.85,33.77,1011.7,51.84,27.34
2022-05-23 09:15:31,Stevinson Almond,26.79,34.59,1011.71,51.76,26.68
2022-05-23 08:46:39,Stevinson Almond,24.09,46.09,1011.9,50.18,22.54
2022-05-23 08:31:59,Stevinson Almond,22.88,52.64,1012.04,49.01,23.06
2022-05-23 08:17:20,Stevinson Almond,21.43,52.97,1012.03,49.09,26.1
2022-05-23 08:03:21,Stevinson Almond,19.69,58.18,1012.05,48.93,24.22
2022-05-23 07:48:25,Stevinson Almond,17.98,73.82,1012.15,48.18,27.17
2022-05-23 07:34:37,Stevinson Almond,16.2,80.78,1012.04,49.01,26.35
2022-05-23 07:20:10,Stevinson Almond,14.39,87.78,1011.92,49.93,28.5
2022-05-23 07:05:14,Stevinson Almond,13.11,94.59,1011.97,49.59,29.69
2022-05-23 06:50:47,Stevinson Almond,12.31,93.94,1012.06,48.76,31.33
2022-05-23 06:36:25,Stevinson Almond,11.86,93.67,1012.02,49.26,31.71
2022-05-23 06:21:57,Stevinson Almond,11.74,92.25,1012,49.34,32.47
2022-05-23 06:07:52,Stevinson Almond,11.7,92.15,1011.88,50.43,30.8
2022-05-23 05:53:40,Stevinson Almond,11.64,91.79,1011.62,52.59,30.09
2022-05-23 05:39:00,Stevinson Almond,11.6,91.95,1011.64,52.34,30.66
2022-05-23 05:24:06,Stevinson Almond,11.69,91.44,1011.67,52.17,33.24
2022-05-23 05:10:18,Stevinson Almond,11.72,92.59,1011.72,51.68,29.21
2022-05-23 04:55:15,Stevinson Almond,11.89,90.86,1011.68,52.01,32.54
2022-05-23 04:41:23,Stevinson Almond,11.95,90.96,1011.7,51.84,29.29
2022-05-23 04:26:53,Stevinson Almond,12.05,89.8,1011.46,53.84,29.77
2022-05-23 04:12:12,Stevinson Almond,12.21,89.55,1011.39,54.42,30.18
2022-05-23 03:57:50,Stevinson Almond,12.43,90.3,1011.26,55.34,28.91
2022-05-23 03:43:19,Stevinson Almond,12.63,89.17,1011.33,54.92,29.5
2022-05-23 03:29:01,Stevinson Almond,12.86,88.94,1011.21,55.92,28.46
2022-05-23 03:14:50,Stevinson Almond,12.88,87.94,1011.18,56.17,27.76
2022-05-23 03:00:19,Stevinson Almond,13.02,88.23,1011.06,57.17,27.38
2022-05-23 02:46:25,Stevinson Almond,13.1,87.35,1011.02,57.51,26.08
2022-05-23 02:30:57,Stevinson Almond,13.3,88.07,1010.93,58.26,28.91
2022-05-23 02:16:37,Stevinson Almond,13.45,86.42,1011.07,57.17,29.11
2022-05-23 02:02:03,Stevinson Almond,13.59,82.65,1011.06,57.26,31.26
2022-05-23 01:48:07,Stevinson Almond,13.76,84.03,1011.14,56.51,27.98
2022-05-23 01:18:59,Stevinson Almond,14.12,82.3,1011.11,56.76,28.13
2022-05-23 01:04:40,Stevinson Almond,14.39,82.13,1011.04,57.34,26.9
2022-05-23 00:50:24,Stevinson Almond,14.65,82.77,1011.08,56.92,25.76
2022-05-23 00:35:47,Stevinson Almond,14.96,79.85,1011.07,57.01,26.82
2022-05-23 00:20:59,Stevinson Almond,15.36,77.51,1011.08,57.09,28.36
2022-05-23 00:07:17,Stevinson Almond,15.83,76.03,1011.13,56.59,25.48
2022-05-22 23:52:32,Stevinson Almond,16.18,74.51,1011.1,56.84,26.18
2022-05-22 23:37:52,Stevinson Almond,16.48,73.18,1011.19,56.09,27.47
2022-05-22 23:23:34,Stevinson Almond,16.65,71.73,1011.11,56.76,27.13
2022-05-22 23:08:45,Stevinson Almond,16.84,70.04,1011.21,55.92,29.54
2022-05-22 22:54:29,Stevinson Almond,17.49,67.94,1011.4,54.34,28.42
2022-05-22 22:26:15,Stevinson Almond,18.82,61.19,1011.31,55.09,28.81
2022-05-22 22:11:24,Stevinson Almond,19.6,56.86,1011.3,55.26,31.26
2022-05-22 21:56:28,Stevinson Almond,20.64,51.41,1011.3,55.17,35.17
2022-05-22 21:42:39,Stevinson Almond,21.51,48.36,1011.2,55.92,34.44
2022-05-22 21:27:32,Stevinson Almond,22.11,45.7,1011.04,57.34,36.83
2022-05-22 21:13:54,Stevinson Almond,22.82,43.78,1010.9,58.42,36.23
2022-05-22 20:59:15,Stevinson Almond,23.74,39.69,1010.71,60.09,39.36
2022-05-22 20:44:36,Stevinson Almond,24.5,38.44,1010.65,60.67,40.78
2022-05-22 20:29:52,Stevinson Almond,25.34,36.19,1010.69,60.17,43.44
2022-05-22 20:15:07,Stevinson Almond,26.36,33.03,1010.56,61.42,47.28
2022-05-22 20:00:37,Stevinson Almond,27.3,28.14,1010.34,63.17,51.43
2022-05-22 19:46:07,Stevinson Almond,27.87,26.98,1010.29,63.67,51.28
2022-05-22 19:31:48,Stevinson Almond,28.54,26.45,1010.16,64.84,51.56
2022-05-22 19:17:27,Stevinson Almond,29.03,24.86,1010.04,65.68,54.27
2022-05-22 19:03:02,Stevinson Almond,29.46,24.55,1009.98,66.18,53
2022-05-22 18:48:13,Stevinson Almond,29.93,23.05,1009.99,66.18,50.56
2022-05-22 18:33:43,Stevinson Almond,29.95,22.32,1010.06,65.51,50.29
2022-05-22 18:19:35,Stevinson Almond,30.59,22.6,1010.24,64.18,50.29
2022-05-22 18:04:34,Stevinson Almond,30.7,21.66,1010.58,61.09,45.56
2022-05-22 17:50:10,Stevinson Almond,31.07,22.11,1010.63,60.76,44.78
2022-05-22 17:35:50,Stevinson Almond,31.25,20.89,1010.73,59.92,44.88
2022-05-22 17:21:28,Stevinson Almond,31.41,21.25,1010.57,61.34,43.39
2022-05-22 17:06:52,Stevinson Almond,31.59,23.64,1010.59,60.92,39.21
2022-05-22 16:52:07,Stevinson Almond,31.77,21.5,1010.79,59.42,39.73
2022-05-22 16:38:05,Stevinson Almond,31.87,20.51,1010.92,58.26,41.17
2022-05-22 16:22:55,Stevinson Almond,31.6,20.96,1011.09,57.01,37.42
2022-05-22 16:09:08,Stevinson Almond,31.88,23,1011.23,55.84,35.79
2022-05-22 15:54:09,Stevinson Almond,32.17,25.13,1011.29,55.09,30.89
2022-05-22 15:39:37,Stevinson Almond,32.02,27.78,1011.43,54.09,28.63
2022-05-22 15:24:58,Stevinson Almond,32.18,25.55,1011.6,52.51,29.56
2022-05-22 15:10:18,Stevinson Almond,32.57,22.14,1011.76,51.26,29.9
2022-05-22 14:55:49,Stevinson Almond,32.77,22.31,1011.95,49.84,28.93
2022-05-22 14:41:30,Stevinson Almond,33.34,21.88,1012.11,48.59,29.85
2022-05-22 14:27:28,Stevinson Almond,31.89,24.91,1012.22,47.59,29.21
2022-05-22 14:12:28,Stevinson Almond,32.47,27.37,1012.36,46.35,24.98
2022-05-22 13:57:39,Stevinson Almond,33.06,26.36,1012.43,45.85,26.33
2022-05-22 13:43:41,Stevinson Almond,32.29,26.14,1012.63,44.18,27.17
2022-05-22 13:28:44,Stevinson Almond,32.18,27.39,1012.65,44.02,25.92
2022-05-22 13:15:01,Stevinson Almond,31.9,30.82,1012.83,42.68,23.72
2022-05-22 12:59:34,Stevinson Almond,31.53,27.17,1012.99,41.02,25.45
2022-05-22 12:45:24,Stevinson Almond,32.03,28.49,1012.92,41.6,24.02
2022-05-22 12:30:55,Stevinson Almond,30.66,28.45,1013.08,40.35,25.39
2022-05-22 12:16:12,Stevinson Almond,31.59,29.71,1013.26,38.77,23.5
2022-05-22 12:01:55,Stevinson Almond,31.53,29.67,1013.27,38.77,23.34
2022-05-22 11:46:58,Stevinson Almond,29.98,29.53,1013.39,37.78,25.64
2022-05-22 11:32:53,Stevinson Almond,30.53,33.73,1013.49,36.94,22.3
2022-05-22 11:17:56,Stevinson Almond,29.92,32.67,1013.6,36.11,25.28
2022-05-22 11:03:52,Stevinson Almond,27.96,33.29,1013.55,36.44,25.28
2022-05-22 10:34:35,Stevinson Almond,28.47,34.41,1013.57,36.36,25.5
2022-05-22 10:20:35,Stevinson Almond,26.69,35.58,1013.67,35.53,24.93
2022-05-22 10:05:40,Stevinson Almond,25.78,36.7,1013.64,35.7,26.51
2022-05-22 09:51:55,Stevinson Almond,25.25,36.16,1013.78,34.62,24.6
2022-05-22 09:37:06,Stevinson Almond,25.55,36.84,1013.81,34.28,24.37
2022-05-22 09:23:00,Stevinson Almond,24.75,40.16,1013.93,33.2,22.37
2022-05-22 09:07:37,Stevinson Almond,22.99,41.58,1014.05,32.29,25.59
2022-05-22 08:53:02,Stevinson Almond,22.23,48.11,1014.1,31.87,25.42
2022-05-22 08:38:35,Stevinson Almond,21.26,47.6,1014.17,31.37,26.68
2022-05-22 08:24:06,Stevinson Almond,20.36,53.23,1014.11,31.79,26.6
2022-05-22 08:10:38,Stevinson Almond,18.9,59.18,1013.93,33.2,21.72
2022-05-22 07:55:11,Stevinson Almond,17.29,65.15,1013.78,34.53,29.54
2022-05-22 07:40:53,Stevinson Almond,15.39,74.12,1013.73,34.95,29.73
2022-05-22 07:26:40,Stevinson Almond,13.72,80.21,1013.52,36.61,31.05
2022-05-22 07:11:52,Stevinson Almond,12.44,82.46,1013.33,38.19,36.01
2022-05-22 06:58:49,Stevinson Almond,11.29,86.54,1013.27,38.69,31.09
2022-05-22 06:43:01,Stevinson Almond,10.7,91.85,1012.99,41.02,35.52
2022-05-22 06:29:15,Stevinson Almond,10.37,92.4,1012.74,43.1,32.29
2022-05-22 06:14:10,Stevinson Almond,10.23,91.57,1012.69,43.68,35.98
2022-05-22 06:00:02,Stevinson Almond,10.18,91.81,1012.51,45.1,33.69
2022-05-22 05:45:52,Stevinson Almond,10.22,91.32,1012.4,46.01,32.47
2022-05-22 05:31:00,Stevinson Almond,10.36,89.95,1012.32,46.68,34.67
2022-05-22 05:16:53,Stevinson Almond,10.49,89.93,1012.33,46.6,32.49
2022-05-22 05:02:11,Stevinson Almond,10.69,90.53,1012.34,46.51,33.32
2022-05-22 04:48:29,Stevinson Almond,10.62,89.64,1012.25,47.26,30.33
2022-05-22 04:33:40,Stevinson Almond,10.65,89,1012.17,47.93,31.8
2022-05-22 04:18:47,Stevinson Almond,10.83,86.65,1012.29,46.85,35.86
2022-05-22 04:05:13,Stevinson Almond,10.89,84.27,1012.21,47.59,33.35
2022-05-22 03:49:55,Stevinson Almond,10.94,81.29,1012.25,47.34,38.28
2022-05-22 03:35:36,Stevinson Almond,10.94,79.35,1012.25,47.34,37.49
2022-05-22 03:21:04,Stevinson Almond,10.95,81.39,1012.22,47.51,37.59
2022-05-22 03:06:58,Stevinson Almond,11.1,83.22,1012.14,48.18,33.97
2022-05-22 02:52:30,Stevinson Almond,11.22,82.21,1012.08,48.68,34.24
2022-05-22 02:38:00,Stevinson Almond,11.26,82.18,1012.11,48.51,34.27
2022-05-22 02:23:59,Stevinson Almond,11.45,83.83,1012.14,48.26,31.19
2022-05-22 02:09:19,Stevinson Almond,11.75,80.56,1012.04,48.93,32.67
2022-05-22 01:55:30,Stevinson Almond,11.96,82.4,1012.08,48.68,28.83
2022-05-22 01:40:41,Stevinson Almond,12.27,78.76,1012.19,47.84,31.21
2022-05-22 01:25:38,Stevinson Almond,12.64,77.05,1012.3,46.93,34.7
2022-05-22 01:11:57,Stevinson Almond,12.86,75.79,1012.22,47.51,31.28
2022-05-22 00:56:46,Stevinson Almond,13.6,72.95,1012.15,48.09,35.79
2022-05-22 00:43:27,Stevinson Almond,14.04,70.72,1012.25,47.26,30.93
2022-05-22 00:27:53,Stevinson Almond,14.16,68.95,1012.18,48.01,35.67
2022-05-22 00:13:27,Stevinson Almond,14.5,68.64,1012.1,48.51,35.19
2022-05-21 23:59:22,Stevinson Almond,14.7,68.96,1012.08,48.68,32.59
2022-05-21 23:44:34,Stevinson Almond,15.06,64.55,1012.06,48.84,35.95
2022-05-21 23:31:18,Stevinson Almond,15.37,64.01,1011.99,49.43,31.64
2022-05-21 23:15:41,Stevinson Almond,15.8,56.67,1012.05,48.93,39.77
2022-05-21 23:02:19,Stevinson Almond,15.79,59.25,1012.02,49.18,33.69
2022-05-21 22:46:47,Stevinson Almond,15.95,57.83,1011.94,49.84,35.98
2022-05-21 22:32:37,Stevinson Almond,16.31,62.77,1011.85,50.68,31.4
2022-05-21 22:18:27,Stevinson Almond,16.49,63.76,1011.68,51.92,29.67
2022-05-21 22:03:27,Stevinson Almond,16.94,58.83,1011.59,52.76,31.8
2022-05-21 21:49:09,Stevinson Almond,17.37,62.55,1011.27,55.51,29.48
2022-05-21 21:34:34,Stevinson Almond,17.88,58.23,1011.07,57.09,33.43
2022-05-21 21:20:40,Stevinson Almond,18.27,51.66,1010.88,58.67,33.59
2022-05-21 21:06:25,Stevinson Almond,18.41,49.92,1010.67,60.42,31.14
2022-05-21 20:51:11,Stevinson Almond,18.86,58.03,1010.47,62.01,28.38
2022-05-21 20:38:00,Stevinson Almond,19.56,57.81,1010.32,63.42,23.32
2022-05-21 20:22:16,Stevinson Almond,20.79,51.67,1010.05,65.59,28.99
2022-05-21 20:08:25,Stevinson Almond,22.23,44.54,1009.95,66.34,30.87
2022-05-21 19:53:29,Stevinson Almond,23.78,36.35,1009.83,67.43,38.14
2022-05-21 19:39:12,Stevinson Almond,25.09,31.39,1009.61,69.18,44.59
2022-05-21 19:25:13,Stevinson Almond,26.33,27.86,1009.51,70.1,54.02
2022-05-21 19:09:51,Stevinson Almond,26.92,23.51,1009.4,71.02,54.37
2022-05-21 18:55:21,Stevinson Almond,27.7,23.24,1009.28,72.02,52.24
2022-05-21 18:40:51,Stevinson Almond,28.34,21.45,1009.32,71.6,55.6
2022-05-21 18:27:25,Stevinson Almond,28.69,21.81,1009.31,71.77,64.61
2022-05-21 18:12:08,Stevinson Almond,29.01,19.97,1009.26,72.1,58.92
2022-05-21 17:43:32,Stevinson Almond,29.78,18.14,1009.24,72.43,64.81
2022-05-21 17:28:21,Stevinson Almond,29.85,18.38,1009.25,72.18,55.9
2022-05-21 17:14:56,Stevinson Almond,30.03,22.42,1009.17,72.85,55.78
2022-05-21 16:59:32,Stevinson Almond,30.37,17.71,1009.09,73.6,55.9
2022-05-21 16:46:06,Stevinson Almond,30.71,20.19,1009.13,73.18,55.02
2022-05-21 16:30:32,Stevinson Almond,30.91,19.12,1009.17,72.93,48.51
2022-05-21 16:15:44,Stevinson Almond,30.39,19.52,1009.13,73.18,49.11
2022-05-21 16:01:46,Stevinson Almond,30.26,20.37,1009.27,72.18,49.93
2022-05-21 15:46:43,Stevinson Almond,30.65,22.6,1009.26,72.18,41.79
2022-05-21 15:32:52,Stevinson Almond,30.68,22.06,1009.33,71.52,45.12
2022-05-21 15:17:40,Stevinson Almond,30.75,17.94,1009.47,70.26,42.73
2022-05-21 15:03:56,Stevinson Almond,31.81,20.91,1009.6,69.51,40.62
2022-05-21 14:48:48,Stevinson Almond,32.3,21.26,1009.56,69.76,35.83
2022-05-21 14:34:24,Stevinson Almond,31.92,22.38,1009.65,69.01,36.48
2022-05-21 14:20:44,Stevinson Almond,31.92,20.16,1009.69,68.76,40
2022-05-21 14:05:04,Stevinson Almond,31.17,23.27,1009.82,67.51,35.37
2022-05-21 13:50:54,Stevinson Almond,30.88,23.64,1009.9,66.84,35.05
2022-05-21 13:36:13,Stevinson Almond,30.85,23.94,1010.05,65.59,34.64
2022-05-21 13:22:15,Stevinson Almond,30.74,26.3,1010.15,64.76,33.32
2022-05-21 13:07:32,Stevinson Almond,30.3,24.61,1010.23,64.01,35.58
2022-05-21 12:52:47,Stevinson Almond,30.2,23.2,1010.18,64.43,35.86
2022-05-21 12:38:51,Stevinson Almond,30.76,24.27,1010.16,64.76,34.05
2022-05-21 12:23:28,Stevinson Almond,29.92,25.87,1010.29,63.59,33.08
2022-05-21 12:10:04,Stevinson Almond,29.66,23.6,1010.28,63.67,34.76
2022-05-21 11:54:26,Stevinson Almond,29.1,26.86,1010.29,63.51,32.67
2022-05-21 11:40:45,Stevinson Almond,28.72,28.22,1010.23,64.01,31
2022-05-21 11:26:04,Stevinson Almond,29.6,26.53,1010.24,64.01,28.87
2022-05-21 11:11:02,Stevinson Almond,28.44,33.08,1010.25,64.01,27.63
2022-05-21 10:56:56,Stevinson Almond,27.52,34.92,1010.29,63.59,25.65
2022-05-21 10:41:55,Stevinson Almond,28.81,30.91,1010.24,63.92,27.63
2022-05-21 10:28:01,Stevinson Almond,27.09,34.78,1010.24,64.01,26.51
2022-05-21 09:58:58,Stevinson Almond,24.62,38.18,1010.3,63.51,27.67
2022-05-21 09:45:41,Stevinson Almond,24.31,37.51,1010.38,62.92,25.43
2022-05-21 09:29:56,Stevinson Almond,25.01,38.19,1010.39,62.67,25.64
2022-05-21 09:16:12,Stevinson Almond,23.87,37,1010.35,63.17,25.34
2022-05-21 09:00:41,Stevinson Almond,21.39,48.79,1010.39,62.67,26.53
2022-05-21 08:47:04,Stevinson Almond,20.05,55.99,1010.29,63.59,22.83
2022-05-21 08:31:36,Stevinson Almond,18.5,54.76,1010.27,63.76,31.14
2022-05-21 08:17:21,Stevinson Almond,17.49,59.37,1010.16,64.68,30.03
2022-05-21 08:04:00,Stevinson Almond,15.92,64.44,1010.02,65.76,26.94
2022-05-21 07:48:30,Stevinson Almond,14.3,68.41,1009.9,66.84,34.78
2022-05-21 07:34:05,Stevinson Almond,12.79,77.51,1009.73,68.26,36.23
2022-05-21 07:19:24,Stevinson Almond,11.39,81.03,1009.57,69.6,40.7
2022-05-21 07:05:55,Stevinson Almond,10.1,89.14,1009.44,70.68,33.01
2022-05-21 06:51:24,Stevinson Almond,9.19,89.31,1009.26,72.1,34.08
2022-05-21 06:37:05,Stevinson Almond,8.69,89.34,1009.04,74.02,34.47
2022-05-21 06:22:39,Stevinson Almond,8.45,87.85,1008.78,76.11,36.07
2022-05-21 06:07:17,Stevinson Almond,8.47,88.34,1008.54,78.11,41.01
2022-05-21 05:53:42,Stevinson Almond,8.59,88.16,1008.43,79.11,35.95
2022-05-21 05:38:36,Stevinson Almond,8.81,87.78,1008.28,80.36,38.46
2022-05-21 05:24:04,Stevinson Almond,9.05,87.04,1008.1,81.87,39.21
2022-05-21 05:11:00,Stevinson Almond,9.03,87.52,1007.96,82.95,32.57
2022-05-21 04:55:30,Stevinson Almond,9.16,85.17,1007.86,83.79,38.31
2022-05-21 04:41:40,Stevinson Almond,9.15,84.31,1007.75,84.87,36.17
2022-05-21 04:26:23,Stevinson Almond,9.37,81.62,1007.53,86.63,41.67
2022-05-21 04:12:47,Stevinson Almond,9.64,80.7,1007.36,88.05,37.53
2022-05-21 03:58:21,Stevinson Almond,9.67,78.68,1007.28,88.72,37.97
2022-05-21 03:44:07,Stevinson Almond,9.77,78.64,1007.19,89.47,36.23
2022-05-21 03:29:24,Stevinson Almond,9.87,78.78,1007.13,89.97,36.83
2022-05-21 03:14:14,Stevinson Almond,10.08,77.01,1007.04,90.73,41.1
2022-05-21 03:00:15,Stevinson Almond,10.23,76.15,1007,91.06,38.11
2022-05-21 02:45:23,Stevinson Almond,10.54,72.58,1006.97,91.31,41.46
2022-05-21 02:31:20,Stevinson Almond,10.94,70.45,1006.87,92.15,38.6
2022-05-21 02:17:15,Stevinson Almond,11.5,69.77,1006.85,92.31,36.54
2022-05-21 02:02:29,Stevinson Almond,11.38,65.31,1006.75,93.23,38.63
2022-05-21 01:49:06,Stevinson Almond,11.5,67.04,1006.72,93.4,32.82
2022-05-21 01:33:14,Stevinson Almond,11.63,68.22,1006.68,93.73,39.14
2022-05-21 01:19:51,Stevinson Almond,11.42,68.49,1006.55,94.74,32.75
2022-05-21 01:04:39,Stevinson Almond,11.71,67.78,1006.41,95.91,36.04
2022-05-21 00:50:27,Stevinson Almond,11.95,65.79,1006.36,96.33,34.08
2022-05-21 00:36:34,Stevinson Almond,12.06,67.81,1006.3,97,30.18
2022-05-21 00:21:08,Stevinson Almond,12.45,66.31,1006.24,97.33,36.42
2022-05-21 00:06:44,Stevinson Almond,12.88,60.39,1006.22,97.67,37.69
2022-05-20 23:53:04,Stevinson Almond,13.1,56.3,1006.13,98.34,32.9
2022-05-20 23:38:13,Stevinson Almond,13.39,56.88,1006.21,97.67,33.4
2022-05-20 23:24:22,Stevinson Almond,13.75,58.86,1006.3,96.91,30.89
2022-05-20 23:09:38,Stevinson Almond,14.24,57.65,1006.31,96.83,33.69
2022-05-20 22:55:27,Stevinson Almond,14.55,52.65,1006.32,96.83,38.28
2022-05-20 22:40:02,Stevinson Almond,15.21,54.93,1006.28,97.08,40.89
2022-05-20 22:26:20,Stevinson Almond,16.01,52.74,1006.23,97.67,37.53
2022-05-20 22:11:08,Stevinson Almond,16.86,48.98,1006.05,99.09,42.08
2022-05-20 21:57:31,Stevinson Almond,18.01,41.68,1005.97,99.67,45.07
